predicted_label,sentence
0,""" Una pantalla más grande es una pantalla mejor , "" usted afirma , del mismo modo que te han enseñado ."
0,"Pero los resultados han rara vez terminado por atraer ofertas con las principales empresas de medios de comunicación , lo que generó discusiones sobre confabulaciones como TED o fueron incluidos junto a Kermit y Santa Claus en un desfile literario de la iconografía ampliamente reconocible ."
0,"Estaba ladrando acerca de la diversidad de perspectiva de clase alguna posibilidad de que podría conseguir , al hablar en las protestas de matrícula en el campus y similares ."
0,"Cada vez que he tenido que lidiar con una situación decepcionante o frustrante durante el viaje , el evento difícil ha terminado siendo un catalizador o un momento crucial para una experiencia más profunda , más rica y memorable en general ."
1,Echa un vistazo a la historia ... ¡ ¡ ¡ después del salto !
0,Esto es muy muy sorprendente !
0,"Usted tiene que lidiar con correos electrónicos no deseados , los compradores que se comprometen a comprar sus productos , pero en escamas , y las personas que se presentan a continuación , tratar de regatear por el precio después de los hechos ."
1,Toda la actuación fue buena .
0,"Pero incluso antes de eso , Heigl fue lo contrario de fácil identificarse ."
0,"Más que cualquier otra cosa en el panteón de la literatura moderna , o como los niños llaman , creación de contenidos , Buzzfeed pretende ser hiper relacionables , a través de imágenes !"
0,"Etiquetas : blake kelly , broken , justin bieber , music minute , new song"
0,"Y dado que el mercado de almacenamiento en la nube es una tendencia rápidamente hacia los costes marginales por gigabyte de cero , esto es importante ."
0,"¿ Qué Tim Hwang y sus cohortes básicamente atinó fue la conclusión de que , mientras que el debate se prolonga , imágenes divertidas de gatos etc son realmente , realmente populares ."
0,"Como una chica de pelo castaño de Nueva Jersey , que yo llamo travesuras ."
0,"Algunos epilépticos son sensibles a las luces estroboscópicas ; de pura malicia , alguien estaba intentando a inducir convulsiones en las personas inocentes ."
0,Súper Noche de Diversión ganó el premio a la favorita Nueva TV Comedia en los Premios del People !
1,Este año me decidiría a los modelos Chuck mucho más de mi guardarropa diario .
0,"Existen todos estos finos actores que dan buenas actuaciones , pero es difícil identificarse con cualquiera de ellos , porque estos personajes se muestran de manera muy superficial ."
0,¡ Sin embargo pensar en llevar pintura brillante de neon y platos luminosos a una cena de gala a sinceramente genial !
0,No he dormir tan bien en meses .
0,"Ahora , debido a la pantalla del iPad es de la resolución perfecta y la escala y la proximidad a utilizar como visor de pantalla completa , un simple gesto destape en ese pequeño video a convertir su dispositivo en una pantalla maravillosa , cómodo , personal móvil de vídeo , tan satisfactorio para mantener y poseer , su pantalla para satisfacer sensualmente para aprovechar ."
0,"Como tú sabes , a pesar de que se vea claramente la firma de Apple mostrando el logo en el modo portátil , esto que el iPad se lo percibe como un libro o un pedazo de papel , significa para mi en mayor medida , sincronizar al modo paisaje , donde sus dimensiones reproducen la pantalla de video que he conocido en toda mi vida ."
0,"¡ Estamos contentos porque te veremos como Hannah Horvath en un futuro cercano , Miz Dunham !"
0,"Por ejemplo , puede utilizarlo para controlar la cerradura inteligente de una puerta o conectarlo a los proveedores de pagos en línea y tarjetas de fidelidad ."
0,Yo solía poner los ojos en blanco y murmurar en voz baja sobre esos padres que no pueden controlar a sus hijos .
0,"Debido a eso , Ellen ha sido muy diplomática sobre el tema , diciendo :"
1,Tan sólo una rápida visita para saludarlos y ponerlos al día con unas emocionantes noticias .
1,"Y luego , si se presenta la oportunidad , haz lo siguiente :"
0,10 cosas que usted debe nunca decir a un Twentysomething Individual
0,Hizo su primera aparición desde que anunció que estaba embarazada en la conferencia de prensa en Beverly Hills el pasado miércoles de Capitán América : el Soldado de Invierno .
0,"Etiquetas : flecha , leyenda , más cerca , courtney , courtney love , que se encuentra , mira , desaparecidos , noticias , océano , foto , prueba , miedo , cantante , tomada , hablar , gorjeo"
0,19 señales de que quiere que usted
0,U ¿ Qué piensa ?
0,"La compañía ha tenido que cerrar las oficinas de todo el mundo , ya que sigue centrándose en el logro de la rentabilidad ."
0,Una cosa muy increíble para venir de esa limpieza que hice es que no me doy el culo de una rata .
0,"Los juaces finales incluyen los estimados John Borthwick ( Betaworks ) , Roelof Botha ( Sequoia Capital ) , Chris Dixon ( Andreessen Horowitz ) , Marissa Mayer ( Yahoo ) , Brian Pokorny ( SV Angel ) y Fred Wilson ( Union Square Ventures ) ."
0,"O , en mi caso , doy el teléfono a Julie [ mi mejor amiga ] ."
1,Sus rápido ingenio compensan su falta de fuerza muscular .
0,"No son imágenes submarinas pero es muy bueno , sin embargo ."
0,"Mucho de esto tiene que ver con la aversión al riesgo , género pensamiento y la falta de paciencia o proceso ."
1,"Las ventas de Mac aumentaron un 5 por ciento en el último trimestre , comparado al año anterior , mientras que el resto de la industria de PC en realidad cayó aproximadamente la misma cantidad en el mismo período ( aproximadamente un 4 por ciento ) , según lo medido por IDC ."
0,Todo esto el historiador puede decir .
1,Él hermosamente capta tanta emoción en su canción Morir Ahora .
0,"Etiquetas : brooke burke , Brooke Burke Charvet , conrado verde , bailando con las estrellas , encendido , dejando , noticias de la tv , gorjeo"
0,"Con casi nueve años de edad ella es una de mis mejores amigas y si pudiera pasar tiempo con cualquier persona del mundo , elegiría estar con ella ."
0,"Voy a publicar allí dos veces por semana sobre todo bajo el sol de crianza natural , el sacrificio de los temas candentes actuales de la gran blogosfera ancho ( además de las principales fuentes de noticias , Twitter , o donde está la acción ) ."
0,"Simplemente no va a ser rentable para las grandes VC el financiar todas las nuevas empresas "" pequeñas "" que se van a construir en el comercio de consumo y servicios para pequeñas empresas ."
0,"Cuando Marte Uno anunció que había recibido 200.000 solicitudes de todo el mundo , el corazón de Josh se hundió ."
0,"Hay un par de hermanas misioneras que sirven en mi barrio , que han tocado a mi puerta un par de veces en el último par de meses ."
0,"Desde hace más de veinte años , que ha crecido cada vez más enojado que la gente todavía adoran a Allen y parecen no oírla ."
0,OOLONG El conejo mascota de un fotógrafo japonés se pronto convirtió en una sensación en Internet por su habilidad de equilibrar los objetos en su cabeza .
0,"Weave recogió dentistas para empezar , ya que son ricos y baja en la regulación ."
1,"Oh , la desesperación cegadora por posibles regalos de cumpleaños ."
0,"Lleva un conjunto favorecido por muchos hombres australianos , incluso en medio del invierno : pantalones cortos , zapatillas de deporte y una sudadera con capucha ."
1,Reloj Kristin Cavallari defender su Dictamen no vacunar a sus hijos en el Fox & Friends AQUÍ !
0,"En ese frente , el centro de las conversaciones en torno a la entrega que está separada de la Internet pública , pero viajar en lugar sobre la red privada de Comcast ."
0,"Biografía del personaje : Cammie logra algo bastante impresionante , que es ser un lío caliente fácil identificarse en la mayoría de sus películas a pesar de que ella es alta , rubia , e imposiblemente-en la-nariz hermosa ."
0,"En un momento en que las redes sociales y la disponibilidad digitales han alterado fundamentalmente la forma en la gente a descubrir y consumir música , de Brooks gafas al por menor y la aversión general a la tecnología popular han hecho que se vea notoriamente fuera de contacto de color rosa - o , aún peor , inexistente - a una generación cada vez mayor de aficionados a la música ."
0,"Como un día dedicado a la búsqueda de huevos , píos , dulces , y por supuesto conejos que pensamos que sería mejor darle la versión sexy de las vacaciones !"
0,"Se trata de alguien que no te trata con el respeto que te mereces de entrada , por lo que al seguir adelante sabrás que necesitas a alguien que te respete lo suficiente como para comunicarse ."
0,En mi diario de bolsillo He grabado una secuencia de yoga de ocho pose que se puede hacer en una silla o sentado al lado de una cama .
0,"En realidad es más de un pimiento dulce , por lo que estamos utilizando es fresco , lo estamos utilizando fermentado , estamos cocinando - tiene un sabor a fruta tal y sabor dulce con un poco de patada , estamos poniendo en todo ."
0,"Su trabajo construyendo Caja de Notas , contratando al ex gurú de ex Microsoft Office Steven Sinofsky y otros por el estilo señala a un futuro en el cual Box le fascina vender más que un lugar para aparcar sus archivos ."
1,"Me gustaría poder decir que soy mucho más fabulosa y Supermamá de lo que era hace cuatro años , cuando empecé a parlotear acerca de mis días de "" Mamá en casa "" en el Parenting Post"
1,También se mantenga alejado de los lugares que tienen servicio lento .
0,"El día antes de su arresto , él le había enviado un mensaje de texto pidiendo los números de seguro social de sus hijos ."
0,En el momento en que fue aclamado como una política que hizo suya la aspiración de la clase trabajadora y prometió la movilidad ascendente .
0,"La empresa simplemente vio una falta de inversión en fase inicial entre los capitalistas de riesgo en lo que sus ejecutivos describen como "" tecnologías básicas "" ."
1,"Mientras que la mayoría del país quiere que los dos partidos y cámaras del Congreso trabajen juntos , dos tercios de los Republicanos quieren su parte en "" En contra de Obama , incluso si esto significa no llegara ninguna parte "" ."
0,"Amber , por su parte , ni siquiera frente a la multitud ."
1,Tamaño de la porción : 1 ( 160 calorías )
1,""" Nokia ha continuado su táctica exitosa de absorber los propietarios de teléfonos de gama baja que aún quedan en Europa , "" señala Sunnebo ."
0,"Para los que se ruborizan menos , los restaurantes de comida rápida artesanales también están proliferando : Big Fernand para las hamburguesas grandes , Little Fernand para perros calientes , y La Parenthèse para el queso a la parrilla ."
0,Y no hay suficiente variedad ni diversión - al menos no hasta más tarde en el show .
1,""" Y la otra parte del problema es que muchas de estas marcas tienen múltiples aplicaciones ... pero la mayoría de ellas están muy confinadas ."
0,"No entendemos por qué se llama a alguien que odias un "" amigo "" y seguir obteniendo un café con ella una vez a la semana ."
0,Los seres humanos son seres complicados - así que tiene sentido que nuestra sexualidad se complica demasiado .
1,Yo apenas escribí algo .
